2;The in operator;98;507.282
2;String comparison;99;210.401
2;Debugging;99;488.012
2;Glossary;101;174.258
2;Exercises;101;511.235
1;Case study: word play;105;86.01703
2;Reading word lists;105;362.875
2;Exercises;106;280.163
2;Search;107;86.01703
2;Looping with indices;108;86.01703
2;Debugging;109;225.40399
2;Glossary;109;588.88
2;Exercises;110;86.01703
1;Lists;111;86.01703
2;A list is a sequence;111;357.123
2;Lists are mutable;112;290.981
2;Traversing a list;113;86.01703
2;List operations;113;408.375
2;List slices;113;645.478
2;List methods;114;363.369
2;Map, filter and reduce;115;86.01703
2;Deleting elements;116;164.33899
2;Lists and strings;116;578.13699
2;Objects and values;117;532.48
2;Aliasing;118;498.083
2;List arguments;119;335.969
2;Debugging;120;542.376
2;Glossary;122;86.01703
2;Exercises;122;436.149
1;Dictionaries;125;86.01703
2;A dictionary is a mapping;125;340.394
2;Dictionary as a collection of counters;126;636.45
2;Looping and dictionaries;128;164.01398
2;Reverse lookup;128;498.958
2;Dictionaries and lists;129;480.489
2;Memos;131;317.111
2;Global variables;132;168.96802
2;Debugging;133;376.21
2;Glossary;134;178.10797
2;Exercises;135;86.01703
1;Tuples;137;86.01703
2;Tuples are immutable;137;384.667
2;Tuple assignment;138;556.529
2;Tuples as return values;139;360.292
2;Variable-length argument tuples;140;86.01703
2;Lists and tuples;140;526.301
2;Dictionaries and tuples;142;86.01703
2;Sequences of sequences;143;319.293
2;Debugging;144;86.01703
2;Glossary;144;609.758
2;Exercises;145;266.86299
1;Case study: data structure selection;147;86.01703
2;Word frequency analysis;147;411.831
2;Random numbers;148;165.771
2;Word histogram;149;168.91999
2;Most common words;150;238.72101
2;Optional parameters;151;86.01703
2;Dictionary subtraction;151;379.654
2;Random words;152;236.95899
2;Markov analysis;152;637.945
2;Data structures;154;217.203
2;Debugging;155;365.017
2;Glossary;156;417.008
2;Exercises;156;639.575
1;Files;159;86.01703
2;Persistence;159;333.771
2;Reading and writing;159;598.348
2;Format operator;160;315.28
2;Filenames and paths;161;263.99
2;Catching exceptions;162;373.354
2;Databases;163;191.906
2;Pickling;164;86.01703
2;Pipes;164;482.554
2;Writing modules;165;443.409
2;Debugging;166;401.074
2;Glossary;167;86.01703
2;Exercises;167;478.69
1;Classes and objects;169;86.01703
2;Programmer-defined types;169;403.427
2;Attributes;170;470.897
2;Rectangles;171;455.16
2;Instances as return values;172;486.612
2;Objects are mutable;173;86.01703
2;Copying;173;425.183
2;Debugging;174;638.73
2;Glossary;175;446.635
2;Exercises;176;86.01703
1;Classes and functions;177;86.01703
2;Time;177;390.945
2;Pure functions;178;187.24103
2;Modifiers;179;310.494
2;Prototyping versus planning;180;170.40503
2;Debugging;181;277.68403
2;Glossary;182;86.01703
2;Exercises;182;329.835
1;Classes and methods;183;86.01703
2;Object-oriented features;183;398.053
2;Printing objects;184;277.435
2;Another example;185;468.186
2;A more complicated example;186;284.01
2;The init method;186;490.941
2;The __str__ method;187;350.134
2;Operator overloading;187;606.601
2;Type-based dispatch;188;335.285
2;Polymorphism;189;514.51406
2;Debugging;190;400.201
2;Interface and implementation;191;86.01703
2;Glossary;191;419.814
2;Exercises;192;86.01703
1;Inheritance;193;86.01703
2;Card objects;193;415.113
2;Class attributes;194;401.238
2;Comparing cards;195;493.53
2;Decks;196;348.913
2;Printing the deck;196;599.53506
2;Add, remove, shuffle and sort;197;349.831
2;Inheritance;198;144.24903
2;Class diagrams;199;379.627
2;Debugging;200;378.108
2;Data encapsulation;201;262.58399
2;Glossary;202;390.269
2;Exercises;203;194.57
1;The Goodies;205;86.01703
2;Conditional expressions;205;390.56
2;List comprehensions;206;331.895
2;Generator expressions;207;236.271
2;any and all;207;637.179
2;Sets;208;338.395
2;Counters;209;482.048
2;defaultdict;210;334.938
2;Named tuples;211;527.78799
2;Gathering keyword args;212;591.581
2;Glossary;213;500.223
2;Exercises;214;86.01703
1;Debugging;215;86.01703
2;Syntax errors;215;554.421
2;Runtime errors;217;250.56299
2;Semantic errors;220;312.493
1;Analysis of Algorithms;223;86.01703
2;Order of growth;224;294.499
2;Analysis of basic Python operations;226;86.01703
2;Analysis of search algorithms;227;344.06
2;Hashtables;228;86.01703
2;Glossary;231;366.908
